MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,REGULARITY,CHURN
24500.0,43.0,26250.0,8750.0,45.0,6.0,56.0,0.0
4000.0,8.0,4500.0,1500.0,9.0,0.0,40.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,1.0
1000.0,1.0,1000.0,333.0,3.0,281.0,19.0,0.0
10400.0,24.0,10900.0,3633.0,26.0,11815.0,54.0,0.0
15150.0,63.0,15901.0,5300.0,68.0,904.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,3.0,0.0
6300.0,12.0,6299.0,2100.0,11.0,281.0,32.0,1.0
3600.0,9.0,5585.0,1862.0,13.0,1470.0,49.0,0.0
2200.0,10.0,1972.0,657.0,19.0,0.0,35.0,0.0
1000.0,1.0,1000.0,333.0,3.0,281.0,12.0,0.0
5700.0,12.0,5550.0,1850.0,12.0,0.0,57.0,0.0
100.0,1.0,3000.0,1000.0,14.142970776413627,281.0,42.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,8.0,0.0
2000.0,4.0,2009.0,670.0,5.0,728.0,28.0,0.0
4200.0,11.0,4399.0,1466.0,12.0,281.0,29.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,709.0,5.0,0.0
500.0,1.0,500.0,167.0,1.0,0.0,5.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
12550.0,19.0,12228.0,4076.0,36.0,19.0,61.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,0.0
3350.0,14.0,3061.0,1020.0,15.0,1627.0,42.0,0.0
200.0,1.0,184.0,61.0,2.0,614.0,1.0,0.0
3000.0,6.0,3500.0,1167.0,7.0,281.0,45.0,0.0
3000.0,4.0,3002.0,1001.0,8.0,266.0,32.0,1.0
9000.0,22.0,8438.0,2813.0,30.0,281.0,58.0,0.0
1500.0,3.0,1980.0,660.0,5.0,4341.0,29.0,1.0
1500.0,2.0,1314.0,438.0,5.0,281.0,9.0,0.0
7000.0,19.0,7200.0,2400.0,20.0,0.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,1.0
4100.0,8.0,3409.0,1136.0,13.0,0.0,36.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
200.0,1.0,200.0,67.0,1.0,0.0,4.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,11.0,0.0
3000.0,7.0,2800.0,933.0,9.0,281.0,34.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,0.0
24500.0,43.0,25000.0,8333.0,42.0,0.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
8800.0,37.0,9702.0,3234.0,43.0,6479.0,37.0,0.0
19700.0,73.0,20300.0,6767.0,73.0,2247.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
4000.0,4.0,3991.0,1330.0,5.0,7307.0,59.0,0.0
9850.0,32.0,9639.0,3213.0,38.0,2700.0,49.0,1.0
1500.0,3.0,1499.0,500.0,10.0,281.0,11.0,0.0
1000.0,1.0,991.0,330.0,2.0,138.0,1.0,0.0
20700.0,48.0,21697.0,7232.0,57.0,4.0,61.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
18150.0,37.0,19049.0,6350.0,37.0,0.0,62.0,0.0
500.0,1.0,500.0,167.0,3.0,281.0,7.0,1.0
3150.0,10.0,3143.0,1048.0,22.0,3048.0,32.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,4.0,1.0
8504.0,29.0,9304.0,3101.0,44.0,59.0,51.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,2.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
6500.0,13.0,7000.0,2333.0,15.0,1074.0,46.0,0.0
13000.0,30.0,13942.0,4647.0,39.0,11705.0,61.0,0.0
16500.0,40.0,15293.0,5098.0,39.0,0.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
6600.0,12.0,6579.0,2193.0,14.0,9554.0,43.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,163.0,14.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,0.0
2000.0,2.0,1982.0,661.0,3.0,5469.0,27.0,0.0
3000.0,11.697949805585012,249.0,83.0,1.0,281.0,6.0,0.0
100.0,1.0,91.0,30.0,1.0,0.0,27.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,1.0,61.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
11100.0,19.0,12102.0,4034.0,19.0,0.0,38.0,0.0
1300.0,3.0,1300.0,433.0,8.0,0.0,12.0,0.0
500.0,1.0,980.0,327.0,2.0,3578.0,4.0,1.0
11600.0,25.0,11181.0,3727.0,35.0,6725.0,60.0,0.0
2100.0,12.0,2200.0,733.0,14.0,170.0,55.0,0.0
2500.0,5.0,2500.0,833.0,8.0,2026.0,39.0,0.0
23000.0,5.0,12310.0,4103.0,21.0,281.0,42.0,0.0
100.0,1.0,82.0,27.0,1.0,1.0,34.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
2500.0,5.0,2500.0,833.0,5.0,0.0,25.0,0.0
8500.0,17.0,8897.0,2966.0,21.0,17692.0,56.0,0.0
200.0,1.0,200.0,67.0,3.0,281.0,7.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,6.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,0.0
3000.0,11.697949805585012,20.0,7.0,1.0,281.0,5.0,0.0
5000.0,10.0,5500.0,1833.0,11.0,0.0,52.0,0.0
2150.0,5.0,2149.0,716.0,7.0,4209.0,21.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,0.0
17000.0,31.0,17499.0,5833.0,46.0,319.0,62.0,0.0
1000.0,2.0,999.0,333.0,2.0,763.0,1.0,1.0
500.0,2.0,494.0,165.0,3.0,0.0,35.0,0.0
1500.0,9.0,1501.0,500.0,12.0,281.0,30.0,0.0
1200.0,3.0,1180.0,393.0,3.0,2955.0,21.0,1.0
9500.0,19.0,10000.0,3333.0,20.0,0.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
1000.0,5.0,1200.0,400.0,5.0,28.0,10.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
2000.0,3.0,1980.0,660.0,4.0,1359.0,24.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
2000.0,6.0,1700.0,567.0,10.0,281.0,18.0,0.0
6750.0,13.0,7273.0,2424.0,19.0,6045.0,57.0,0.0
2700.0,17.0,3000.0,1000.0,20.0,3305.0,19.0,0.0
2000.0,4.0,2500.0,833.0,6.0,0.0,50.0,0.0
300.0,1.0,301.0,100.0,3.0,1954.0,21.0,0.0
1000.0,8.0,801.0,267.0,11.0,0.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
1000.0,1.0,1021.0,340.0,2.0,1743.0,31.0,0.0
200.0,2.0,186.0,62.0,2.0,281.0,8.0,0.0
950.0,3.0,1400.0,467.0,4.0,1744.0,31.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
500.0,1.0,990.0,330.0,2.0,926.0,12.0,0.0
500.0,1.0,500.0,167.0,1.0,281.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,10.0,0.0
200.0,1.0,184.0,61.0,2.0,281.0,12.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,869.0,6.0,0.0
1500.0,3.0,1923.0,641.0,6.0,281.0,19.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,75.0,6.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
500.0,1.0,500.0,167.0,1.0,281.0,21.0,0.0
1100.0,2.0,1100.0,367.0,1.0,281.0,9.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
1800.0,16.0,1800.0,600.0,16.0,994.0,35.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
2500.0,5.0,2500.0,833.0,5.0,281.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,32.0,0.0
1500.0,3.0,2004.0,668.0,4.0,1.0,11.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3200.0,6.0,3200.0,1067.0,6.0,281.0,36.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,1.0
1200.0,3.0,1401.0,467.0,5.0,281.0,43.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,27.0,0.0
14700.0,27.0,15148.0,5049.0,28.0,281.0,57.0,0.0
7500.0,12.0,7479.0,2493.0,13.0,11253.0,52.0,0.0
3000.0,6.0,2999.0,1000.0,7.0,515.0,58.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,35.0,0.0
2750.0,9.0,2750.0,917.0,10.0,0.0,28.0,0.0
2500.0,7.0,2277.0,759.0,19.0,651.0,33.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
15950.0,29.0,18921.0,6307.0,35.0,281.0,34.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,49.0,0.0
800.0,2.0,1003.0,334.0,4.0,345.0,27.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
1000.0,4.0,1500.0,500.0,7.0,0.0,49.0,0.0
1600.0,4.0,1599.0,533.0,4.0,281.0,43.0,0.0
6450.0,31.0,8450.0,2817.0,32.0,281.0,53.0,0.0
3400.0,9.0,2740.0,913.0,12.0,983.0,44.0,0.0
7700.0,22.0,8200.0,2733.0,24.0,1310.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,57.0,0.0
6850.0,20.0,6603.0,2201.0,24.0,7342.0,59.0,0.0
2200.0,10.0,2198.0,733.0,12.0,580.0,55.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
7000.0,12.0,6220.0,2073.0,13.0,3.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,19.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,8.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
1500.0,3.0,1500.0,500.0,3.0,281.0,21.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,1316.0,8.0,1.0
1700.0,7.0,1700.0,567.0,7.0,2060.0,15.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,38.0,0.0
12000.0,4.0,12749.0,4250.0,23.0,281.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,0.0
500.0,1.0,349.0,116.0,1.0,281.0,20.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,21.0,0.0
1000.0,2.0,1000.0,333.0,2.0,0.0,11.0,0.0
9900.0,21.0,10900.0,3633.0,24.0,281.0,60.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
2000.0,4.0,2000.0,667.0,4.0,0.0,38.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,11.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
500.0,1.0,46.0,15.0,1.0,281.0,5.0,0.0
8500.0,18.0,8021.0,2674.0,24.0,13665.0,62.0,0.0
6400.0,14.0,6200.0,2067.0,12.0,14.0,61.0,0.0
9500.0,19.0,9500.0,3167.0,19.0,1426.0,43.0,0.0
5000.0,8.0,5000.0,1667.0,8.0,0.0,51.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,1024.0,6.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
500.0,1.0,500.0,167.0,2.0,281.0,8.0,0.0
25000.0,5.0,20304.0,6768.0,10.0,2802.0,62.0,0.0
9700.0,21.0,10150.0,3383.0,23.0,0.0,62.0,0.0
3000.0,11.697949805585012,10.0,3.0,1.0,39.0,2.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
1500.0,11.0,1340.0,447.0,13.0,42.0,49.0,0.0
3000.0,10.0,3011.0,1004.0,11.0,281.0,14.0,0.0
600.0,2.0,501.0,167.0,2.0,6480.0,9.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,16.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
8250.0,28.0,8006.0,2669.0,30.0,1388.0,31.0,0.0
3050.0,14.0,3050.0,1017.0,14.0,281.0,29.0,0.0
850.0,4.0,1100.0,367.0,6.0,281.0,24.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
11500.0,19.0,11499.0,3833.0,25.0,7075.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,32.0,0.0
14500.0,26.0,14500.0,4833.0,26.0,0.0,51.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
1300.0,5.0,1219.0,406.0,6.0,38.0,50.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,1024.0,19.0,1.0
1000.0,2.0,1000.0,333.0,2.0,281.0,26.0,0.0
8850.0,32.0,8502.0,2834.0,39.0,281.0,60.0,0.0
3150.0,10.0,3147.0,1049.0,10.0,2997.0,17.0,0.0
1500.0,2.0,1500.0,500.0,5.0,0.0,28.0,0.0
9489.0,15.0,8450.0,2817.0,19.0,3685.0,44.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
2500.0,5.0,2500.0,833.0,5.0,3.0,12.0,0.0
1500.0,3.0,1500.0,500.0,3.0,0.0,43.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,10.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,1025.0,14.0,1.0
9300.0,19.0,9297.0,3099.0,24.0,281.0,51.0,0.0
2200.0,5.0,2199.0,733.0,8.0,0.0,57.0,0.0
2900.0,12.0,2899.0,966.0,16.0,281.0,31.0,0.0
1000.0,2.0,980.0,327.0,2.0,2552.0,18.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,23.0,0.0
3200.0,7.0,2887.0,962.0,7.0,0.0,34.0,0.0
100.0,1.0,100.0,33.0,1.0,281.0,7.0,0.0
200.0,1.0,199.0,66.0,4.0,281.0,41.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,92.0,5.0,0.0
3700.0,7.0,4199.0,1400.0,12.0,28.0,55.0,0.0
2000.0,6.0,2018.0,673.0,8.0,29.0,20.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,17.0,0.0
3000.0,1.0,2710.0,903.0,9.0,15.0,20.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,11.0,0.0
2500.0,4.0,2470.0,823.0,4.0,3396.0,11.0,0.0
1000.0,1.0,999.0,333.0,6.0,281.0,7.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,1450.0,2.0,0.0
700.0,2.0,700.0,233.0,2.0,77.0,40.0,0.0
6200.0,2.0,6184.0,2061.0,2.0,481.0,12.0,0.0
2450.0,4.0,2952.0,984.0,9.0,3778.0,38.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,8.0,0.0
1400.0,9.0,1401.0,467.0,10.0,549.0,20.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
2000.0,10.0,2145.0,715.0,11.0,1494.0,13.0,0.0
28500.0,41.0,28989.0,9663.0,47.0,11019.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
48500.0,11.0,8899.0,2966.0,20.0,1686.0,58.0,0.0
900.0,2.0,890.0,297.0,2.0,1997.0,5.0,0.0
14000.0,23.0,14499.0,4833.0,26.0,4511.0,53.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
1000.0,1.0,1284.0,428.0,1.0,5229.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,7.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,14.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,279.0,14.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,2.0,0.0
27000.0,43.0,27945.0,9315.0,46.0,11870.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
23050.0,47.0,23100.0,7700.0,51.0,122.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,454.0,8.0,0.0
14000.0,26.0,14500.0,4833.0,28.0,4254.0,61.0,0.0
1450.0,7.0,1680.0,560.0,10.0,281.0,8.0,0.0
800.0,2.0,800.0,267.0,2.0,281.0,8.0,0.0
25950.0,47.0,27949.0,9316.0,48.0,12106.0,62.0,0.0
4900.0,29.0,4999.0,1666.0,35.0,2990.0,47.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,51.0,0.0
1100.0,4.0,1501.0,500.0,6.0,281.0,32.0,0.0
3000.0,5.0,3505.0,1168.0,8.0,281.0,53.0,0.0
1450.0,4.0,1209.0,403.0,7.0,281.0,18.0,0.0
10000.0,21.0,9578.0,3193.0,27.0,281.0,62.0,0.0
3000.0,11.697949805585012,300.0,100.0,1.0,281.0,1.0,0.0
4550.0,11.0,4826.0,1609.0,17.0,9996.0,54.0,0.0
500.0,1.0,493.0,164.0,2.0,1656.0,2.0,1.0
28000.0,53.0,28505.0,9502.0,53.0,0.0,61.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
2500.0,4.0,3000.0,1000.0,5.0,0.0,54.0,0.0
5300.0,12.0,5301.0,1767.0,17.0,11516.0,51.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,6.0,56.0,0.0
550.0,3.0,551.0,184.0,5.0,15.0,8.0,0.0
13500.0,25.0,13573.0,4524.0,31.0,8088.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,10.0,0.0
2700.0,6.0,2000.0,667.0,11.0,281.0,37.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
2100.0,14.0,1808.0,603.0,17.0,281.0,53.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
4200.0,9.0,4201.0,1400.0,14.0,281.0,54.0,0.0
300.0,2.0,299.0,100.0,2.0,0.0,30.0,0.0
400.0,2.0,400.0,133.0,2.0,281.0,40.0,0.0
15800.0,34.0,16051.0,5350.0,38.0,0.0,60.0,0.0
1100.0,6.0,1301.0,434.0,7.0,0.0,25.0,0.0
16300.0,40.0,17626.0,5875.0,46.0,133.0,61.0,0.0
3000.0,6.0,3000.0,1000.0,6.0,281.0,21.0,0.0
12700.0,34.0,13400.0,4467.0,41.0,112.0,54.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,5.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,0.0
1000.0,2.0,1000.0,333.0,2.0,0.0,24.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,3.0,1.0
10000.0,20.0,10000.0,3333.0,20.0,281.0,61.0,0.0
500.0,1.0,500.0,167.0,1.0,213.0,10.0,0.0
5000.0,11.0,5000.0,1667.0,10.0,281.0,39.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,39.0,0.0
1500.0,2.0,2000.0,667.0,4.0,602.0,33.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
500.0,1.0,500.0,167.0,1.0,281.0,26.0,0.0
300.0,2.0,355.0,118.0,3.0,281.0,27.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,0.0
6500.0,12.0,7499.0,2500.0,13.0,281.0,43.0,0.0
2750.0,10.0,2701.0,900.0,10.0,281.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
16250.0,28.0,15220.0,5073.0,44.0,12629.0,62.0,0.0
3000.0,8.0,3100.0,1033.0,10.0,2545.0,51.0,0.0
3000.0,11.697949805585012,25.0,8.0,1.0,0.0,10.0,0.0
3100.0,11.0,3200.0,1067.0,16.0,281.0,8.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,3.0,1.0
10350.0,20.0,11352.0,3784.0,25.0,6987.0,47.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,20.0,0.0
1800.0,3.0,1796.0,599.0,3.0,281.0,3.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,0.0,2.0,1.0
500.0,1.0,3000.0,1000.0,14.142970776413627,281.0,5.0,1.0
500.0,1.0,500.0,167.0,1.0,281.0,12.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,1.0,1.0
800.0,4.0,635.0,212.0,4.0,281.0,53.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,11.0,0.0
43000.0,61.0,42701.0,14234.0,54.0,0.0,62.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
1000.0,2.0,1000.0,333.0,2.0,0.0,28.0,0.0
200.0,1.0,3000.0,1000.0,14.142970776413627,281.0,2.0,1.0
4900.0,10.0,4618.0,1539.0,12.0,281.0,52.0,0.0
6000.0,11.0,5989.0,1996.0,17.0,6980.0,59.0,0.0
600.0,2.0,1009.0,336.0,5.0,281.0,40.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,281.0,6.0,0.0
3000.0,11.697949805585012,3000.0,1000.0,14.142970776413627,484.0,20.0,0.0
1500.0,3.0,1500.0,500.0,3.0,281.0,16.0,0.0
